name,club,periods
Nicolás Rinaldi,CA Sarmiento (Junin),2016-2018
Daniel Delgado,CA Sarmiento (Junin),2012-2016
Manuel García,CA Sarmiento (Junin),"2023-2024, 2024-2025"
Guillermo Farré,CA Sarmiento (Junin),2017-2019
Damián Canuto,CA Sarmiento (Junin),2014-2014
Fabio Vázquez,CA Sarmiento (Junin),2019-2021
Elías López,CA Sarmiento (Junin),2024-2025
Federico Andueza,CA Sarmiento (Junin),"2022-2022, 2023-2023, 2023-2023, 2023-2024, 2024-2025, 2025-2025"
Guillermo Cosaro,CA Sarmiento (Junin),2016-2017
Juan Cruz Kaprof,CA Sarmiento (Junin),2023-2024
Gabriel Carabajal,CA Sarmiento (Junin),2025-2025
Adrián Scifo,CA Sarmiento (Junin),2017-2017
Gonzalo Bettini,CA Sarmiento (Junin),2022-2024
José Mauri,CA Sarmiento (Junin),2023-2024
José Tamburelli,CA Sarmiento (Junin),
Nahuel Estévez,CA Sarmiento (Junin),2017-2018
Juan Manuel Insaurralde,CA Sarmiento (Junin),2023-2025
Ezequiel Naya,CA Sarmiento (Junin),2024-2024
Nico Gaitán,CA Sarmiento (Junin),2024-2025
Lucas Concistre,CA Sarmiento (Junin),"2007-2007, 2012-2013"
Gabriel Gudiño,CA Sarmiento (Junin),2024-2025
Marcelo Herrera,CA Sarmiento (Junin),2021-2022
Gabriel Sanabria,CA Sarmiento (Junin),2018-2019
Francisco Dutari,CA Sarmiento (Junin),2015-2017
Diego Diellos,CA Sarmiento (Junin),2014-2014
Matías Sarulyte,CA Sarmiento (Junin),2017-2018
Diego Calcaterra,CA Sarmiento (Junin),2023-2024
Fernando Godoy,CA Sarmiento (Junin),2024-2024
Federico Vismara,CA Sarmiento (Junin),2019-2022
Mauro Albertengo,CA Sarmiento (Junin),2020-2021
Franco Peppino,CA Sarmiento (Junin),2015-2016
Wálter Busse,CA Sarmiento (Junin),2016-2017
Patricio Cucchi,CA Sarmiento (Junin),2021-2021
Marcos Astina,CA Sarmiento (Junin),2016-2017
Braian Salvareschi,CA Sarmiento (Junin),"2020-2022, 2022-2023, 2023-2023"
Jonathan Santana,CA Sarmiento (Junin),2016-2017
Nicolás Femia,CA Sarmiento (Junin),2022-2023
Benjamín Borasi,CA Sarmiento (Junin),"2019-2022, 2022-2023, 2023-2024, 2024-2024, 2025-2025"
Ramiro Arias,CA Sarmiento (Junin),2017-2018
Lautaro Montoya,CA Sarmiento (Junin),2021-2022
Facundo Albaqui,CA Sarmiento (Junin),
Valentín Burgoa,CA Sarmiento (Junin),2024-2025
Santiago Rosa,CA Sarmiento (Junin),
Emiliano Méndez,CA Sarmiento (Junin),"2022-2023, 2024-2025"
Leandro Suhr,CA Sarmiento (Junin),2025-2025
