name,club,periods
Burak Yilmaz,SK Austria Klagenfurt,2016-2017
Johannes Isopp,SK Austria Klagenfurt,2010-2011
Maximiliano Moreira,SK Austria Klagenfurt,2018-2023
Almedin Hota,SK Austria Klagenfurt,2011-2012
Filip Petanjek,SK Austria Klagenfurt,2017-2018
Marko Dusak,SK Austria Klagenfurt,2014-2015
Domagoj Beslic,SK Austria Klagenfurt,"2015-2016, 2016-2016"
Christian Falk,SK Austria Klagenfurt,2015-2016
Tim Maciejewski,SK Austria Klagenfurt,2021-2022
Patrick Radinger,SK Austria Klagenfurt,2011-2012
Sandro Gotal,SK Austria Klagenfurt,2012-2012
Magomed-Emi Dzhabrailov,SK Austria Klagenfurt,2017-2017
Michael Kulnik,SK Austria Klagenfurt,2010-2011
Helmut König,SK Austria Klagenfurt,2010-2011
Raúl García,SK Austria Klagenfurt,2013-2014
Christoph Mattes,SK Austria Klagenfurt,2012-2013
Peter Pucker,SK Austria Klagenfurt,2010-2015
Raphael Nageler,SK Austria Klagenfurt,2016-2019
Edvin Hodzic,SK Austria Klagenfurt,2016-2017
Stefan Schwendinger,SK Austria Klagenfurt,2015-2016
Sandro,SK Austria Klagenfurt,2016-2018
Mcmoordy Hüther,SK Austria Klagenfurt,2020-2021
Stefan Erkinger,SK Austria Klagenfurt,2012-2013
