name,club,periods
Mohammed Al-Qahtani,Al-Hilal SFC,2021-2025
Khalid Kaabi,Al-Hilal SFC,2014-2017
Hyun-soo Jang,Al-Hilal SFC,2019-2023
Abdulaziz Al-Khathran,Al-Hilal SFC,2003-2009
Yousuf Al-Thunayan,Al-Hilal SFC,1984-2003
Fahad Al-Mubarak,Al-Hilal SFC,2003-2010
Paulo Silva,Al-Hilal SFC,2004-2005
Roni,Al-Hilal SFC,2001-2001
Musab Al-Juwayr,Al-Hilal SFC,"2021-2024, 2024-2024, 2025-2025"
Fahed Al-Mofarij,Al-Hilal SFC,1996-2009
Saud Abdulhamid,Al-Hilal SFC,2022-2024
Hattan Bahebri,Al-Hilal SFC,2019-2021
Sultan Al-Deayea,Al-Hilal SFC,2016-2016
Segundo Castillo,Al-Hilal SFC,2013-2015
Renan Lodi,Al-Hilal SFC,2024-2025
Patrick Suffo,Al-Hilal SFC,2003-2003
Jasem Al-Huwaidi,Al-Hilal SFC,1999-2025
Somália,Al-Hilal SFC,2004-2004
Kalidou Koulibaly,Al-Hilal SFC,2023-2025
Abdullah Al-Sharida,Al-Hilal SFC,
Digão,Al-Hilal SFC,2014-2016
Joelson,Al-Hilal SFC,
Saud Kariri,Al-Hilal SFC,2013-2016
Faisal Darwish,Al-Hilal SFC,2015-2018
Macedo,Al-Hilal SFC,
Khaled Aziz,Al-Hilal SFC,2000-2011
Sultan Al-Saud,Al-Hilal SFC,2006-2025
Jonathan Soriano,Al-Hilal SFC,2019-2019
Mohammad Al-Nakhli,Al-Hilal SFC,2007-2013
Ahmed Khaleel,Al-Hilal SFC,1999-2007
Ahmad Al-Dokhi,Al-Hilal SFC,1995-2005
Khalid Al-Temawi,Al-Hilal SFC,1990-2001
Tae-hwi Kwak,Al-Hilal SFC,2013-2016
Matheus Pereira,Al-Hilal SFC,"2021-2023, 2023-2023, 2024-2024"
Saad Al-Harthi,Al-Hilal SFC,2011-2013
Lelo Mbele,Al-Hilal SFC,"2008-2008, 2008-2010"
